COMP_SPECIES	START_LOCUS	END_LOCUS	NUM_LOCI	COMP_CHR	COMP_START	COMP_END	COMP_SIZE	MAP_LG	MAP_START	MAP_STOP	MAP_SIZE
dlab	Soc704	Contig_7193	2	16	5142466	4815547	326919	6	56.53	58.57	2.04
dlab	Contig_70686	Contig_9054	2	16	4803994	4682361	121633	6	59.93	60.88	0.95
dlab	Dla41	Contig_64605	2	16	1643168	1650068	6900	6	68.91	70.12	1.21
dlab	Contig_3401	Contig_34093	2	16	704377	951145	246768	6	71.77	80.05	8.28
dlab	Contig_14304	Contig_9232	2	16	2871224	1692360	1178864	6	78.56	89.81	11.25
dlab	Contig_59130	Dla68	3	14	3182551	3151759	627520	3	12.13	30.15	18.02
dlab	Contig_29746	Contig_8886	2	14	363952	1153254	789302	3	33.11	35.08	1.97
dlab	Contig_16939	Contig_36884	3	3	12920821	12012478	908343	3	37.37	42.02	4.65
dlab	Contig_6456	Contig_16052	3	3	10912836	11280329	367493	3	45.47	44.77	0.70
dlab	Contig_27075	Contig_20030	3	3	10337401	10938451	601050	3	46.10	47.35	1.25
dlab	Dla66	Contig_5883	2	3	6874853	6964556	89703	3	61.64	64.82	3.18
dlab	Soc708	Contig_4628	4	3	5954575	5346602	607973	3	69.13	71.37	2.24
dlab	Soc1059	Contig_7672	4	3	8069779	9412295	1342516	3	75.89	75.89	0.00
dlab	Contig_29149	Contig_14823	3	3	3470082	3502420	173917	3	76.85	78.07	1.22
dlab	Dla87	Contig_59013	3	3	4283561	4574824	567573	3	79.30	80.35	1.05
dlab	Contig_23132	Contig_32642	2	3	2327857	2178719	149138	3	80.71	83.54	2.83
dlab	Contig_9212	Contig_9003	2	3	1603265	1382085	221180	3	84.20	84.77	0.57
dlab	Contig_21967	Contig_5783	2	3	86062	1159782	1073720	3	86.05	88.78	2.73
dlab	Contig_2042	Contig_5729	2	11	19227225	19721727	494502	9	7.55	7.94	0.39
dlab	Soc563	Contig_54092	2	11	18366191	17801035	565156	9	9.19	10.15	0.96
dlab	Contig_23536	Contig_106791	2	11	17875204	17109117	766087	9	12.41	13.77	1.36
dlab	Contig_2506	Contig_448	2	11	19996248	21388726	1392478	9	16.94	16.94	0.00
dlab	Dla69	Contig_2674	7	11	16693573	13065333	3628240	9	18.81	31.31	12.50
dlab	Soc562	Contig_162	2	11	11527622	11449967	77655	9	37.64	38.00	0.36
dlab	Contig_1370	Contig_17543	3	11	11494215	12075516	581301	9	39.46	38.63	0.83
dlab	Contig_31412	Contig_76354	4	11	10533100	8533931	2044680	9	42.32	45.68	3.36
dlab	Contig_26225	Contig_18915	2	11	7680216	7973604	293388	9	47.09	48.64	1.55
dlab	Contig_30988	Soc995	2	11	7074876	7089721	14845	9	50.16	50.16	0.00
dlab	Contig_30453	Contig_5999	3	11	4516473	5512485	996012	9	52.98	55.53	2.55
dlab	Contig_27183	Soc1151	2	11	6338007	5856167	481840	9	55.53	56.15	0.62
dlab	Contig_36020	Contig_5374	4	11	2068975	1919911	217633	9	64.72	66.99	2.27
dlab	Contig_5913	Contig_64606	2	11	2304636	2714473	409837	9	66.99	67.63	0.64
dlab	Contig_4567	Soc525	2	11	1721070	1009729	711341	9	70.30	73.39	3.09
dlab	Contig_77943	Contig_33841	5	5	24835892	27841882	3005990	12	27.00	26.61	0.39
dlab	Contig_32915	Contig_8845	2	5	25670434	26854590	1184156	12	28.79	28.79	0.00
dlab	Contig_542	Contig_23162	5	5	21591470	20642863	948607	12	38.29	45.74	7.45
dlab	Contig_35167	Contig_11657	3	5	20288474	20293060	619437	12	43.69	48.29	4.60
dlab	Contig_88777	Contig_9344	10	5	2487595	6468988	4404277	12	49.71	62.25	12.54
dlab	Soc718	Contig_4454	12	5	7883239	13108077	5224838	12	62.25	77.15	15.09
dlab	Contig_6398	Contig_20774	2	5	18107752	18366842	259090	12	89.87	90.58	0.71
dlab	Contig_38247	Contig_21092	3	5	581915	1408280	826365	12	92.54	93.16	1.27
dlab	Contig_7484	Contig_28605	2	5	15558627	17002409	1443782	12	98.24	99.34	1.10
dlab	Contig_80248	Contig_19458	2	1B	7853491	8522426	668935	15	1.98	3.53	1.55
dlab	Contig_42093	Soc560	2	1B	17105508	17485814	380306	15	8.59	9.52	0.93
dlab	Contig_61930	Contig_10826	3	1B	14901793	15316082	414289	15	9.52	10.58	1.06
dlab	Contig_5264	Dla79	6	1B	13957989	13726182	534126	15	19.54	21.07	1.63
dlab	Contig_12632	Contig_1788	4	1B	12630363	13244483	614120	15	29.00	29.62	1.36
dlab	Contig_48441	Contig_26324	2	1B	7183110	7549200	366090	15	31.30	32.05	0.75
dlab	Contig_4024	Contig_15103	4	1B	8723955	9950711	1226756	15	33.30	33.30	0.00
dlab	Contig_44709	Contig_1015	3	1B	11720680	12382877	662197	15	43.49	49.01	5.52
dlab	Contig_6281	Contig_9990	2	1B	5470371	5204916	265455	15	50.91	52.26	1.35
dlab	Contig_26681	Contig_57321	2	1B	5850061	5599721	250340	15	52.16	53.96	1.80
dlab	Dla28	Contig_8081	2	1B	4339298	4519669	180371	15	54.31	54.31	0.00
dlab	Contig_27778	Contig_41386	2	1B	3213915	3258611	44696	15	56.83	58.52	1.69
dlab	Contig_13828	Contig_4075	3	1B	1281093	1644200	404042	15	67.99	69.18	1.19
dlab	Contig_59464	Contig_9662	3	1B	1530118	232874	1297244	15	71.01	73.27	2.26
dlab	Contig_60654	Soc598	4	9	1419055	1161979	308522	14	6.21	8.14	2.52
dlab	Dla16	Soc1076	5	9	21678297	22046191	367894	14	10.74	10.03	0.71
dlab	Soc1060	Contig_24826	2	9	766789	836610	69821	14	17.49	17.49	0.00
dlab	Contig_9040	Contig_16402	2	9	4608699	5370079	761380	14	38.68	41.77	3.09
dlab	Contig_12599	Contig_10322	3	9	8155516	8593185	437669	14	44.44	48.24	3.80
dlab	Soc1108	Contig_9201	2	9	9713399	9898125	184726	14	48.24	48.24	0.00
dlab	Soc849	Soc645	11	9	10507785	13625809	3404871	14	48.24	66.86	18.62
dlab	Contig_34907	Contig_27026	2	9	16255454	17088693	833239	14	72.74	73.56	0.82
dlab	Soc1038	Soc1134	2	9	19122767	18586087	536680	14	77.13	81.60	4.47
dlab	Contig_49160	Contig_50092	3	14	17017484	18158797	1141313	20	1.14	0.62	0.52
dlab	Contig_14166	Contig_73216	2	14	17307525	18242262	934737	20	2.01	2.01	0.00
dlab	Contig_19215	Contig_62771	4	14	14761890	15074283	312393	20	7.15	12.50	5.36
dlab	Contig_393	Contig_68053	4	14	20110286	19583374	933290	20	12.50	13.76	1.26
dlab	Contig_43170	Contig_16876	3	14	21956627	22262170	305543	20	24.15	25.89	1.74
dlab	Contig_19553	Soc1071	2	14	20721512	21515995	794483	20	25.89	28.49	2.60
dlab	Contig_14434	Contig_17070	2	14	22088689	22158606	69917	20	29.75	30.68	0.93
dlab	Contig_10006	Contig_20657	3	14	24654313	26308013	1653700	20	30.74	35.07	4.33
dlab	Contig_56915	Contig_40234	2	14	23582323	23832866	250543	20	39.71	43.01	3.30
dlab	Contig_54390	Contig_47600	2	14	10838151	11029707	191556	20	50.17	52.97	2.80
dlab	Contig_5080	Soc613	2	14	9791653	9627753	163900	20	55.36	56.14	0.78
dlab	Contig_32385	Contig_19050	2	14	8438590	8968815	530225	20	61.06	61.06	0.00
dlab	Soc516	Contig_1943	2	14	13140066	12906474	233592	20	61.06	62.71	1.65
dlab	Contig_8141	Contig_58696	2	14	7631096	7947015	315919	20	69.63	69.63	0.00
dlab	Soc1103	Dla72	2	14	6781638	6696872	84766	20	72.52	72.52	0.00
dlab	Contig_518	Contig_45093	3	14	4555215	5840724	1285509	20	73.78	73.78	0.00
dlab	Contig_52966	Soc1111	2	14	4139417	3792090	347327	20	76.31	78.91	2.60
dlab	Contig_71286	Contig_51370	2	2	691977	2457847	1765870	8	4.03	4.15	0.12
dlab	Contig_22492	Contig_9483	2	2	22504032	23478032	974000	8	4.15	4.15	0.00
dlab	Soc638	Contig_19367	3	2	472896	379385	176371	8	5.40	9.32	3.92
dlab	Soc988	Contig_18491	8	2	2323551	5715778	3650466	8	13.48	32.65	19.17
dlab	Contig_2560	Soc620	11	2	8224469	13656995	5432526	8	36.64	54.98	19.04
dlab	Contig_11615	Contig_8511	2	2	14145872	14687014	541142	8	57.58	58.00	0.42
dlab	Soc639	Contig_39212	2	2	13839763	13973257	133494	8	59.25	60.89	1.64
dlab	Contig_44490	Contig_31227	2	2	15867144	15569499	297645	8	67.09	69.43	2.34
dlab	Contig_48742	Soc552	5	2	16637967	17240449	1479387	8	69.43	73.25	3.82
dlab	Contig_44525	Contig_25514	2	2	21043639	21342034	298395	8	73.87	75.86	1.99
dlab	Soc1050	Contig_4766	3	2	26046457	26101246	129860	8	81.31	82.86	1.55
dlab	Contig_38929	Contig_35183	5	2	18478141	20323841	1845700	8	84.02	89.00	4.98
dlab	Contig_22073	Contig_130	2	8	20765077	21740366	975289	4	6.64	10.93	4.29
dlab	Contig_15353	Contig_1130	5	8	22916586	22434509	729855	4	11.56	18.36	6.80
dlab	Contig_7066	Contig_30163	4	8	14489731	15956816	1467085	4	22.22	27.11	4.89
dlab	Contig_24591	Contig_21471	3	8	9664060	9506066	317982	4	32.27	33.54	1.27
dlab	Contig_34607	Contig_63165	2	8	8271629	8953818	682189	4	34.44	36.70	2.26
dlab	Soc663	Contig_12011	2	8	7425032	8186383	761351	4	38.81	40.00	1.19
dlab	Contig_32285	Soc1040	2	8	8046902	8032357	14545	4	41.78	43.15	1.37
dlab	Contig_15666	Contig_22151	3	8	2756831	3245942	489111	4	63.35	67.46	4.11
dlab	Contig_13958	Contig_64871	2	8	638145	458440	179705	4	67.46	74.39	6.93
dlab	Contig_772	Contig_931	2	8	16939462	16930901	8561	4	87.32	87.32	0.00
dlab	Soc553	Soc1011	6	8	17264463	18319759	1569699	4	87.95	90.68	2.73
dlab	Soc1143	Contig_10089	2	6	24902153	23981924	920229	24	2.90	5.50	2.60
dlab	Contig_1926	Contig_37743	2	6	26238905	25389391	849514	24	9.78	11.79	2.01
dlab	Mmi04	Soc1058	2	6	1208543	1904519	695976	24	15.81	19.04	3.23
dlab	Contig_5090	Contig_3960	3	6	15616422	16583749	967327	24	24.95	24.95	0.00
dlab	Contig_11709	Contig_33822	3	6	13617294	13850008	232714	24	29.72	29.10	0.62
dlab	Contig_18866	Contig_49010	3	6	10942545	11427196	484651	24	32.32	34.96	2.64
dlab	Contig_9872	Contig_16836	2	6	11906151	11737301	168850	24	37.37	41.28	3.91
dlab	Contig_38885	Contig_41579	2	6	10884325	10472911	411414	24	43.61	46.83	3.22
dlab	Dla85	Contig_4059	4	6	9409161	9658655	799404	24	46.83	51.39	4.56
dlab	Contig_86884	Contig_58292	3	6	7836249	5893636	1942613	24	61.28	64.26	2.98
dlab	Contig_40525	Contig_22317	2	6	4707135	4931560	224425	24	67.19	67.22	0.03
dlab	Contig_7751	Contig_31777	2	6	22361781	22337707	24074	24	73.65	73.65	0.00
dlab	Contig_3881	Soc664	2	6	685068	867865	182797	24	75.06	75.06	0.00
dlab	Contig_40800	Soc719	3	6	18962233	19016433	392851	24	77.23	79.38	2.15
dlab	Contig_33160	Contig_1310	2	6	18254645	18257244	2599	24	81.27	81.27	0.00
dlab	Contig_19656	Contig_8734	3	1A	8828476	9327564	499088	10	7.77	9.33	1.56
dlab	Contig_38648	Contig_12860	2	1A	9141238	9275667	134429	10	11.59	11.40	0.19
dlab	Soc1065	Contig_11649	4	1A	9486935	10065424	871512	10	14.77	18.00	3.23
dlab	Contig_6243	Contig_25685	3	1A	11471491	12250181	778690	10	20.92	24.20	3.28
dlab	Contig_27201	Contig_4294	2	1A	12708923	12898103	189180	10	25.65	27.52	1.87
dlab	Contig_24202	Contig_36711	3	1A	23481110	22715373	797448	10	32.64	35.00	2.36
dlab	Soc686	Dla105	2	1A	21800662	22321563	520901	10	37.60	37.60	0.00
dlab	Contig_29503	Contig_45139	2	1A	20667371	21128129	460758	10	40.76	41.04	0.28
dlab	Contig_29474	Contig_5437	7	1A	20318358	15682952	4635406	10	41.82	56.22	14.40
dlab	Contig_3477	Contig_31364	2	1A	26703615	26151483	552132	10	69.18	73.90	4.72
dlab	Contig_19914	Mmi10	2	1A	27269698	27509438	239740	10	85.42	85.42	0.00
dlab	Contig_3237	Contig_24248	2	20	25335430	27006845	1671415	19	0	8.26	8.26
dlab	Contig_14569	Contig_11445	2	20	24008205	24344590	336385	19	7.95	9.07	1.12
dlab	Soc659	Contig_24694	3	20	23097051	22971263	371176	19	9.07	13.48	4.41
dlab	Contig_29539	Contig_91244	2	20	18433856	18440449	6593	19	14.75	14.75	0.00
dlab	Contig_9029	Contig_6709	7	20	19173529	20771297	1903355	19	15.58	20.39	4.81
dlab	Contig_75005	Contig_41232	3	20	12308550	12308019	131547	19	27.26	29.17	1.91
dlab	Soc1025	Soc1051	2	20	14402999	14509070	106071	19	32.01	32.32	0.31
dlab	Contig_77715	Contig_10741	3	20	11665903	11353593	312310	19	39.55	43.57	4.02
dlab	Soc439	Soc569	2	20	10294052	9721218	572834	19	53.11	61.71	8.60
dlab	Contig_100319	Soc1006	4	20	4526338	5999653	1656794	19	69.09	72.50	3.41
dlab	Contig_57705	Contig_89815	2	20	6588389	7020449	432060	19	72.50	72.50	0.00
dlab	Contig_100848	Soc965	4	20	7127481	7414306	295105	19	74.62	74.62	0.00
dlab	Contig_27134	Contig_11334	2	20	3270454	2113276	1157178	19	77.30	78.51	1.21
dlab	Contig_33889	Soc1066	2	20	7876165	7298760	577405	19	79.91	80.62	0.71
dlab	Soc532	Contig_13270	4	20	1822283	1348019	761734	19	82.04	85.23	3.89
dlab	Contig_49881	Contig_26057	2	13	22668104	20313110	2354994	5	7.48	8.46	0.98
dlab	Contig_4337	Soc949	3	13	18891984	19041323	189870	5	8.93	10.33	1.40
dlab	Soc707	Contig_41916	3	13	17079275	15793931	1285344	5	12.34	13.74	1.40
dlab	Contig_51758	Contig_14220	8	13	13988456	9040006	4948450	5	20.94	42.60	21.66
dlab	Soc739	Contig_2723	4	13	6478813	7300531	821718	5	49.85	54.77	4.92
dlab	Contig_15433	Contig_4040	2	13	25804541	26250063	445522	5	58.45	61.29	2.84
dlab	Contig_6596	Contig_44858	2	13	5154616	4768026	386590	5	61.91	63.84	1.93
dlab	Soc902	Contig_23376	2	13	5404984	5655280	250296	5	64.10	66.73	2.63
dlab	Contig_15756	Contig_7362	2	13	4126312	4195578	69266	5	67.18	66.90	0.28
dlab	Contig_47650	Contig_42933	2	13	27238748	26545114	693634	5	73.98	74.60	0.62
