locus,map_chr,map_prop,map_pos,gacu_chr,gacu_prop,gacu_pos,lcal_chr,lcal_prop,lcal_pos,trub_chr,trub_prop,trub_pos,tnig_chr,tnig_prop,tnig_pos,onil_chr,onil_prop,onil_pos,dlab_chr,dlab_prop,dlab_pos,
Contig_20391,16,0.695,70.29,15,0.580,9387278,19,0.621,15240568,2,0.400,4562448,10,0.607,8053396,19,0.178,4827795,12,0.640,14873857,
Soc760,2,0.375,31.54,,,,,,,,,,,,,,,,,,,
Contig_36164,19,0.089,8.26,,,,1,0.266,6830161,,,,,,,,,,,,,
Contig_1597,11,0.578,43.32,,,,1,0.581,14925322,1,0.720,16737641,2,0.701,15128045,,,,15,0.425,10873323,
Contig_21282,4,0.917,86.06,,,,,,,,,,,,,,,,,,,
Soc979,20,0.140,12.51,7,0.772,21561180,20,0.605,14381563,,,,,,,10,0.651,11129759,14,0.531,15064231,
Contig_94454,3,0.887,81.78,,,,14,0.280,3940572,,,,,,,3,0.118,2284975,3,0.307,4130316,
Contig_10515,1,0.048,4.50,,,,,,,,,,,,,,,,6,0.766,21593696,
Soc560,15,0.113,9.52,,,,,,,,,,,,,,,,1B,0.972,17485814,
Contig_4040,5,0.757,61.29,,,,21,0.738,21175565,,,,,,,,,,13,0.950,26250063,
Contig_74321,6,0.208,18.98,20,0.365,7196095,15,0.811,24963852,7,0.650,9298184,8,0.468,4915042,11,0.321,10721575,16,0.572,14766484,
Contig_3881,24,0.896,75.06,19,0.469,9493539,10,0.061,1693928,9,0.334,4649084,13,0.990,13168992,7,0.070,3597649,6,0.024,685068,
Contig_19379,13,0.123,10.15,16,0.208,3766903,,,,,,,15,0.146,1068806,,,,,,,
Contig_11445,19,0.098,9.07,,,,13,0.745,20285728,,,,,,,,,,20,0.857,24344590,
Contig_3753,13,0.645,53.12,3,0.408,6860454,4,0.560,14311366,,,,,,,18,0.340,8911613,10,0.450,10827420,
Soc901,6,0.341,31.18,,,,15,0.691,21270572,,,,8,0.686,7213472,11,0.166,5550094,16,0.426,10995516,
Contig_3074,16,0.811,82.03,15,0.656,10625563,19,0.737,18078225,2,0.238,2719675,10,0.824,10937374,19,0.289,7857206,12,0.765,17767826,
Contig_13624,11,0.623,46.71,,,,1,0.772,19838291,,,,,,,16,0.515,17958528,15,0.445,11365550,
Contig_75852,22,0.050,4.09,,,,,,,,,,,,,,,,,,,
Contig_5473,17,0.048,4.07,,,,,,,,,,,,,,,,17,0.046,1047946,
Soc504,3,0.007,0.62,,,,,,,,,,,,,,,,,,,
Soc1073,21,0.037,3.69,,,,6,0.054,1495429,,,,,,,,,,22-25,0.899,23768119,
Contig_12459,10,0.887,79.59,,,,,,,,,,,,,,,,10,0.507,12204921,
Contig_27414,6,0.550,50.21,20,0.562,11090912,15,0.305,9392160,7,0.984,14076988,8,0.923,9706103,11,0.609,20358662,16,0.276,7134471,
Contig_8141,20,0.777,69.63,7,0.487,13610579,20,0.301,7158121,,,,7,0.050,584082,10,0.211,3611529,14,0.269,7631096,
Contig_57197,21,0.482,48.11,12,0.673,12380220,6,0.539,15054141,,,,9,0.458,4834934,20,0.757,23810369,22-25,0.420,11096187,
Contig_97595,11,0.578,43.32,,,,1,0.757,19457854,,,,,,,,,,15,0.460,11766792,
Contig_21790,20,0.392,35.07,,,,,,,,,,,,,,,,,,,
Contig_49244,7,0.000,0,21,0.052,609048,24,0.156,3089077,,,,,,,9,0.123,2572957,18-21,0.037,616589,
Contig_32917,21,0.045,4.47,,,,,,,,,,,,,,,,,,,
Soc935,20,0.207,18.50,,,,20,0.742,17629906,,,,,,,,,,,,,
Contig_18025,23,0.055,4.06,,,,18,0.729,13984196,,,,,,,,,,x,0.321,5702912,
Contig_21531,18,0.068,5.76,,,,17,0.967,26769565,,,,,,,,,,4,0.018,488363,
Contig_28764,4,0.614,57.58,11,0.724,12093646,,,,,,,,,,,,,,,,
Contig_70761,14,0.953,82.27,,,,,,,,,,,,,,,,,,,
Soc721,20,0.007,0.62,,,,20,0.869,20649452,,,,,,,,,,14,0.610,17318799,
Soc583,6,0.026,2.34,,,,15,0.504,15517521,7,0.332,4753925,8,0.998,10490290,11,0.071,2378804,16,0.850,21937958,
Contig_36756,17,0.459,39.13,,,,7_1,0.582,13532976,,,,,,,15,0.718,19159235,17,0.414,9481766,
Soc593,1,0.051,4.81,,,,,,,,,,,,,,,,,,,
Contig_2167,24,0.141,11.79,,,,,,,,,,,,,,,,,,,
Contig_14601,9,0.218,18.09,,,,,,,,,,,,,,,,11,0.747,19587305,
Contig_10966,12,0.917,94.13,,,,,,,,,,,,,,,,,,,
Contig_448,9,0.204,16.94,,,,,,,,,,,,,,,,11,0.816,21388726,
Contig_8346,18,0.586,49.71,,,,,,,,,,,,,,,,4,0.542,14948991,
Contig_39193,23,0.102,7.52,,,,,,,,,,,,,,,,,,,
Contig_8886,3,0.380,35.08,,,,,,,,,,,,,,,,14,0.041,1153254,
Soc641,12,0.575,59.02,,,,,,,,,,,,,,,,,,,
Contig_1924,22,0.689,56.10,,,,9,0.063,1447982,6,0.648,6096821,4,0.415,4101152,7,0.201,10239716,19,0.222,5151130,
Contig_14136,10,0.000,0,,,,,,,,,,,,,,,,,,,
Contig_34015,1,0.885,83.11,9,0.589,11934128,5,0.872,25258905,,,,,,,6,0.819,30074363,7,0.253,7211476,
Contig_13642,13,0.297,24.48,3,0.654,10981962,,,,,,,,,,,,,10,0.808,19429739,
Contig_29015,18,0.572,48.53,,,,,,,,,,,,,,,,,,,
Contig_129,11,0.532,39.91,16,0.686,12423461,1,0.559,14370905,,,,,,,16,0.553,19293219,15,0.400,10233345,
Contig_772,4,0.931,87.32,11,0.909,15186674,11,0.072,1675443,,,,,,,4,0.861,24683012,8,0.734,16939462,
Contig_14312,20,0.838,75.04,,,,,,,,,,,,,,,,,,,
Contig_52215,2,0.340,28.59,,,,7_2,0.795,11057400,,,,,,,,,,24,0.436,6072322,
Contig_7193,6,0.641,58.57,,,,15,0.228,7004507,,,,,,,,,,16,0.186,4815547,
Contig_42800,15,0.395,33.30,,,,,,,,,,,,,,,,,,,
Contig_19130,7,0.088,7.14,,,,24,0.217,4308469,,,,,,,16,0.716,24980843,,,,
Contig_25552,11,0.049,3.66,,,,,,,,,,,,,,,,15,0.899,22978304,
Soc1103,20,0.810,72.52,,,,20,0.270,6403782,,,,,,,10,0.152,2596288,14,0.239,6781638,
Contig_29580,9,0.946,78.60,,,,21,0.785,22503300,,,,,,,,,,,,,
Contig_3783,3,0.764,70.42,7,0.291,8130246,14,0.398,5596625,8,0.735,10802375,,,,3,0.268,5182471,3,0.418,5628101,
Contig_102220,12,0.680,69.78,2,0.601,13994602,2,0.857,26041919,13,0.281,4770050,5,0.253,3384813,1,0.537,16736145,5,0.310,10116883,
Contig_41325,9,0.798,66.37,,,,,,,,,,,,,23,0.474,9840889,,,,
Contig_17183,21,0.340,33.95,12,0.573,10541593,,,,3,0.490,6419148,9,0.312,3297570,,,,,,,
Contig_11500,14,0.094,8.14,,,,,,,,,,,,,,,,,,,
Soc535,19,0.932,86.53,,,,,,,,,,,,,,,,,,,
Contig_868,19,0.845,78.51,,,,,,,,,,,,,,,,,,,
Soc430,1,0.816,76.65,9,0.514,10417987,5,0.921,26665628,,,,,,,6,0.869,31912217,7,0.205,5842198,
Contig_13528,19,0.426,39.55,,,,,,,,,,,,,12,0.550,19073224,20,0.374,10607590,
Contig_78791,18,0.186,15.81,,,,,,,,,,,,,,,,4,0.778,21451052,
Contig_34607,4,0.367,34.44,11,0.595,9947333,,,,,,,,,,,,,8,0.359,8271629,
Soc713,13,0.146,12.05,,,,4,0.140,3577952,,,,,,,18,0.899,23545480,10,0.906,21795971,
Contig_57642,9,0.946,78.60,,,,,,,,,,,,,,,,,,,
Soc658,22,0.445,36.21,14,0.375,5715159,9,0.495,11387268,6,0.800,7525492,4,0.264,2609794,7,0.507,25903489,19,0.577,13381239,
Soc707,5,0.152,12.34,,,,21,0.417,11962131,,,,,,,,,,13,0.618,17079275,
Contig_71286,8,0.044,4.03,4,0.848,27674894,8,0.039,1022647,,,,,,,5,0.875,32710287,2,0.026,691977,
Contig_17726,8,0.305,28.14,4,0.173,5651918,8,0.591,15325034,14,0.129,1587041,1,0.376,8634226,2,0.549,13753105,2,0.207,5430483,
Contig_40979,4,0.144,13.48,11,0.120,1999794,11,0.946,22044869,,,,,,,4,0.477,13690522,8,0.976,22521224,
Contig_6812,19,0.952,88.42,,,,,,,,,,,,,,,,,,,
Contig_54529,11,0.088,6.61,,,,,,,,,,,,,,,,,,,
Contig_911,17,0.704,60.01,18,0.528,8595620,7_1,0.410,9526021,,,,,,,15,0.529,14123935,17,0.722,16520860,
Contig_1926,24,0.117,9.78,,,,10,0.927,25909956,,,,,,,7,0.059,3003043,6,0.931,26238905,
Contig_71936,21,0.816,81.38,,,,6,0.911,25443935,,,,,,,,,,22-25,0.052,1374188,
Contig_36009,17,0.048,4.07,18,0.268,4361261,7_1,0.942,21908522,,,,,,,15,0.440,11749790,17,0.090,2066042,
Contig_24202,10,0.364,32.64,,,,12,0.259,7223425,,,,,,,,,,1A,0.809,23481110,
Soc709,6,0.921,84.12,20,0.029,563224,15,0.006,178494,,,,5,0.417,5584497,,,,,,,
Contig_22199,23,0.787,58.24,,,,,,,,,,,,,,,,,,,
Contig_8903,8,0.781,71.98,4,0.543,17731442,8,0.126,3257255,,,,,,,,,,2,0.636,16678788,
Soc617,6,0.905,82.63,,,,,,,13,0.366,6200996,,,,11,0.846,28292696,,,,
Soc703,18,0.075,6.38,8,0.212,4100687,17,0.957,26479903,,,,,,,,,,4,0.031,848839,
Contig_9311,14,0.363,31.38,,,,,,,,,,,,,,,,,,,
Contig_57671,17,0.478,40.76,,,,,,,,,,,,,,,,,,,
Soc1090,11,0.547,41.03,,,,1,0.546,14036097,,,,,,,,,,15,0.385,9844884,
Contig_70442,9,0.371,30.82,,,,,,,,,,17,0.630,7640379,,,,,,,
Soc759,14,0.897,77.48,,,,,,,,,,,,,,,,,,,
Contig_7266,13,0.272,22.40,3,0.670,11256258,4,0.247,6295591,,,,,,,18,0.737,19316657,10,0.790,18993020,
Contig_73242,11,0.726,54.42,,,,,,,,,,,,,,,,,,,
Contig_15857,23,0.555,41.08,,,,,,,,,,,,,,,,,,,
Soc700,14,0.065,5.62,,,,3,0.922,21660472,,,,,,,,,,9,0.066,1470501,
Contig_897,22,0.818,66.52,,,,9,0.789,18136509,,,,4,0.484,4778400,7,0.232,11848700,,,,
Contig_5761,18,0.256,21.73,,,,17,0.194,5368820,,,,,,,,,,4,0.796,21954351,
Soc419,7,0.223,18.00,21,0.443,5188525,24,0.442,8765120,,,,,,,9,0.354,7427001,18-21,0.328,5399991,
Contig_28213,6,0.532,48.55,20,0.582,11487427,15,0.321,9869541,7,0.958,13709698,8,0.893,9384432,11,0.592,19793899,16,0.293,7560227,
Contig_30560,4,0.952,89.35,11,0.915,15294248,11,0.066,1532443,,,,,,,4,0.853,24453472,8,0.726,16750060,
Dla02,8,0.478,44.06,4,0.368,12013101,8,0.356,9215464,14,0.423,5219213,1,0.060,1379870,2,0.826,20699143,2,0.402,10551161,
Contig_14639,16,0.336,33.95,,,,,,,,,,,,,,,,,,,
Contig_4337,5,0.110,8.93,,,,21,0.480,13774376,,,,,,,,,,13,0.684,18891984,
Dla85,24,0.559,46.83,,,,10,0.507,14162047,,,,,,,7,0.809,41298715,6,0.334,9409161,
Soc428,9,0.204,16.94,,,,,,,,,,,,,,,,,,,
Contig_86192,11,0.304,22.82,16,0.331,5992828,1,0.952,24460611,,,,,,,16,0.950,33140399,15,0.147,3756148,
Contig_12622,9,0.111,9.19,,,,,,,,,,,,,,,,,,,
Contig_10215,7,0.593,47.89,,,,,,,,,,,,,,,,,,,
Contig_24667,21,0.199,19.80,12,0.510,9387815,6,0.403,11257168,,,,,,,,,,22-25,0.561,14825580,
Contig_21638,6,0.810,73.99,,,,15,0.021,642996,,,,,,,,,,,,,
Soc680,21,0.838,83.57,,,,,,,,,,,,,,,,,,,
Contig_38105,9,0.846,70.30,,,,,,,,,,,,,,,,,,,
Contig_35102,22,0.340,27.66,14,0.333,5081939,9,0.535,12294514,6,0.281,2640317,4,0.822,8112961,7,0.369,18839961,19,0.539,12497066,
Contig_1417,1,0.209,19.63,,,,,,,,,,,,,,,,,,,
Contig_146,24,0.417,34.96,19,0.340,6872461,10,0.394,11019135,9,0.903,12577722,13,0.846,11253413,7,0.740,37763024,6,0.447,12601657,
Soc625,5,0.757,61.29,,,,,,,,,,,,,,,,,,,
Contig_41704,16,0.525,53.06,,,,,,,,,,,,,,,,,,,
Contig_779,17,0.000,0,,,,,,,,,,,,,,,,,,,
Soc623,9,0.088,7.31,,,,,,,,,,,,,,,,,,,
Contig_90362,6,0.183,16.68,20,0.139,2735269,15,0.991,30499576,7,0.394,5634631,8,0.112,1180935,11,0.242,8086234,16,0.792,20446265,
Contig_53377,13,0.969,79.83,,,,4,0.834,21301995,,,,,,,18,0.081,2124827,10,0.155,3723486,
Contig_19458,15,0.042,3.53,,,,23,0.575,10438846,1,0.435,10108756,,,,8,0.544,16014189,1B,0.474,8522426,
Contig_38617,17,0.593,50.56,18,0.669,10889703,7_1,0.550,12782509,,,,,,,,,,17,0.447,10226261,
Contig_33546,1,0.567,53.29,,,,,,,,,,,,,,,,,,,
Contig_32285,4,0.445,41.78,11,0.606,10119043,11,0.455,10609049,5,0.559,6809633,3,0.651,10085239,,,,8,0.349,8046902,
Contig_1852,11,0.342,25.67,,,,,,,,,,,,,,,,6,0.011,316448,
Contig_25700,5,0.709,57.41,,,,,,,,,,,,,,,,,,,
Contig_22317,24,0.802,67.22,19,0.649,13130307,10,0.658,18392896,9,0.550,7656483,13,0.502,6683389,7,0.908,46325496,6,0.175,4931560,
Contig_64591,2,0.444,37.34,1,0.841,23702301,7_2,0.684,9508320,,,,,,,,,,24,0.586,8162403,
Contig_57321,15,0.641,53.96,5,0.849,10404090,23,0.422,7675611,,,,,,,,,,1B,0.311,5599721,
Contig_2603,11,0.359,26.93,,,,,,,,,,,,,,,,,,,
Soc730,1,0.618,58.02,,,,,,,,,,,,,,,,,,,
Contig_3750,18,0.703,59.70,,,,17,0.587,16255125,,,,,,,,,,4,0.408,11237874,
Contig_74517,4,0.949,89.01,,,,,,,,,,,,,,,,,,,
Contig_10199,22,0.035,2.82,,,,,,,,,,,,,,,,,,,
Contig_61269,22,0.595,48.41,14,0.111,1689110,9,0.751,17264783,6,0.497,4681563,,,,,,,19,0.319,7402664,
Lcr08,17,0.281,23.97,18,0.908,14792447,7_1,0.648,15064607,,,,,,,15,0.798,21296829,17,0.346,7912682,
Soc439,19,0.572,53.11,13,0.355,7130833,13,0.302,8222582,21,0.541,8053843,,,,12,0.540,18732288,20,0.362,10294052,
Contig_12913,7,0.545,44.04,21,0.743,8708183,24,0.665,13173702,10,0.596,5435314,6,0.664,4663499,9,0.599,12550295,18-21,0.602,9907618,
Contig_52477,4,0.447,41.97,11,0.644,10754895,11,0.490,11424117,,,,,,,,,,8,0.312,7205299,
Contig_27794,17,0.065,5.56,,,,,,,,,,,,,,,,17,0.093,2127556,
Contig_2752,24,0.613,51.33,,,,,,,9,0.188,2614149,13,0.358,4764436,7,0.838,42782362,,,,
Contig_70023,15,0.939,79.10,,,,23,0.021,384474,,,,,,,,,,,,,
Contig_35330,23,0.787,58.24,,,,,,,,,,,,,,,,,,,
Contig_16651,16,0.277,28.06,,,,19,0.297,7277751,,,,,,,19,0.567,15403084,12,0.299,6950822,
Contig_29780,20,0.909,81.44,,,,20,0.547,13004071,,,,,,,,,,,,,
Contig_76983,11,0.981,73.50,,,,,,,,,,,,,,,,15,0.603,15424267,
Contig_28389,15,0.771,64.96,,,,,,,,,,,,,,,,,,,
Contig_21687,7,0.063,5.05,,,,,,,,,,,,,,,,,,,
Soc140,22,0.449,36.51,,,,9,0.482,11086793,,,,,,,,,,19,0.590,13692637,
Contig_1283,9,0.099,8.25,,,,,,,,,,,,,,,,,,,
Contig_47833,12,0.968,99.34,2,0.136,3162742,,,,,,,,,,1,0.943,29416688,5,0.942,30713911,
Contig_874,7,0.354,28.56,21,0.642,7526473,24,0.589,11678811,10,0.481,4392093,,,,9,0.510,10688283,18-21,0.508,8364244,
Lcr01,23,0.814,60.30,,,,18,0.602,11563623,,,,,,,17,0.491,15589417,x,0.873,15527835,
Contig_15142,18,0.684,58.04,,,,,,,,,,,,,,,,,,,
Contig_37891,3,0.823,75.89,7,0.200,5596185,,,,,,,,,,,,,3,0.650,8745068,
Contig_14586,7,0.852,68.80,,,,,,,,,,,,,,,,,,,
Soc786,7,0.223,18.00,21,0.407,4768571,24,0.419,8294733,,,,,,,9,0.330,6923900,18-21,0.299,4914606,
Contig_8845,12,0.280,28.79,,,,2,0.417,12688611,,,,,,,,,,5,0.823,26854590,
Soc943,12,0.470,48.29,,,,2,0.192,5849956,,,,,,,1,0.188,5868787,5,0.603,19673623,
Contig_100848,19,0.803,74.62,13,0.576,11570802,13,0.504,13743961,,,,,,,12,0.351,12184496,20,0.251,7127481,
Contig_29779,13,0.998,82.23,,,,,,,,,,,,,,,,,,,
Contig_15939,22,0.920,74.87,14,0.165,2513208,9,0.693,15942990,,,,,,,7,0.283,14435524,19,0.376,8724380,
Soc1016,21,0.469,46.80,,,,6,0.505,14103831,3,0.569,7450476,,,,20,0.786,24749823,22-25,0.453,11972220,
Contig_88700,21,0.037,3.69,,,,6,0.237,6628384,,,,,,,,,,22-25,0.742,19608038,
Contig_40426,9,0.134,11.11,,,,,,,,,,,,,,,,,,,
Contig_52224,15,0.395,33.30,5,0.037,449211,23,0.644,11693288,,,,,,,8,0.593,17454524,1B,0.544,9794863,
Contig_2547,17,0.962,81.95,,,,,,,,,,,,,15,0.228,6077472,,,,
Contig_23346,18,0.936,79.41,,,,,,,,,,,,,,,,,,,
Soc1111,20,0.881,78.91,,,,,,,,,,,,,,,,14,0.134,3792090,
Contig_27989,9,0.668,55.53,,,,16-22,0.137,3547538,2,0.911,10389193,17,0.171,2079792,,,,11,0.202,5301947,
Contig_1275,20,0.392,35.07,,,,,,,,,,,,,,,,,,,
Contig_43716,24,0.355,29.72,,,,,,,,,,,,,,,,,,,
Contig_1208,3,0.408,37.59,,,,,,,,,,,,,,,,,,,
Contig_8638,17,0.608,51.81,,,,7_1,0.462,10751589,,,,,,,,,,17,0.778,17818745,
Contig_12315,24,0.879,73.65,,,,,,,,,,,,,,,,,,,
Soc717,2,0.874,73.49,,,,7_2,0.296,4117067,,,,,,,,,,24,0.253,3519561,
Contig_44761,18,0.875,74.28,,,,17,0.774,21420224,,,,,,,,,,4,0.221,6090767,
Soc1047,13,0.975,80.27,,,,4,0.984,25130265,,,,,,,,,,,,,
Contig_33405,9,0.371,30.82,,,,16-22,0.449,11596358,,,,,,,,,,11,0.521,13657064,
Contig_6243,10,0.233,20.92,,,,12,0.634,17645922,,,,,,,,,,1A,0.395,11471491,
Contig_22060,23,0.366,27.13,,,,,,,,,,,,,,,,,,,
Contig_52532,1,0.048,4.50,,,,,,,,,,,,,,,,,,,
Soc891,4,0.614,57.58,11,0.733,12241965,11,0.571,13298876,,,,3,0.559,8653233,4,0.004,123677,8,0.230,5298828,
Contig_7034,10,0.179,16.04,17,0.646,9430610,12,0.568,15808221,,,,,,,,,,1A,0.332,9636279,
Contig_3204,7,0.699,56.46,21,0.879,10298797,24,0.829,16424704,10,0.748,6827406,6,0.852,5987023,9,0.747,15649762,18-21,0.743,12232727,
Contig_25937,17,0.962,81.95,,,,,,,,,,,,,,,,,,,
Contig_85712,5,0.888,71.86,,,,,,,5,0.813,9909662,,,,,,,,,,
Contig_18498,13,0.703,57.87,,,,4,0.609,15540916,,,,,,,,,,10,0.398,9580785,
Contig_41313,19,0.747,69.37,,,,13,0.463,12619284,,,,,,,,,,20,0.210,5976663,
Contig_2276,7,0.765,61.82,,,,,,,,,,,,,,,,,,,
Soc1031,21,0.000,0,12,0.232,4268857,,,,3,0.159,2078963,,,,,,,,,,
Contig_11033,12,1.000,102.66,,,,,,,,,,,,,,,,,,,
Contig_3959,1,0.640,60.09,,,,,,,,,,,,,,,,,,,
Contig_10131,17,0.688,58.59,,,,7_1,0.389,9047435,,,,,,,,,,17,0.700,16023637,
Contig_25308,18,0.684,58.04,8,0.667,12923807,17,0.499,13803264,20,0.572,7675967,1,0.710,16326567,23,0.970,20158001,4,0.498,13724465,
Contig_20730,12,0.882,90.58,,,,10,0.303,8460871,,,,,,,,,,,,,
Soc692,5,0.135,10.96,,,,,,,,,,,,,,,,,,,
Contig_7358,22,0.050,4.06,,,,9,0.113,2594549,,,,,,,,,,,,,
Contig_391,24,0.856,71.75,,,,,,,,,,,,,,,,,,,
Contig_14455,14,0.120,10.38,,,,3,0.844,19843760,,,,,,,,,,,,,
Contig_36533,6,0.007,0.62,20,0.122,2402423,15,0.521,16024686,7,0.315,4507708,,,,11,0.113,3785496,16,0.875,22585893,
Contig_32256,17,0.505,43.06,,,,,,,,,,,,,,,,17,0.426,9745888,
Contig_102672,21,0.043,4.31,12,0.201,3693784,6,0.126,3526762,3,0.780,10211898,9,0.669,7066250,20,0.603,18976707,22-25,0.868,22951393,
Soc1057,1,0.864,81.10,,,,5,0.381,11032400,,,,,,,,,,7,0.113,3218243,
Contig_52548,18,0.192,16.28,8,0.938,18164022,17,0.197,5451049,20,0.159,2137650,1,0.487,11189799,23,0.558,11587045,4,0.793,21867489,
Contig_2597,3,0.896,82.63,,,,,,,,,,,,,,,,3,0.192,2586886,
Contig_58292,24,0.767,64.26,19,0.686,13889881,10,0.625,17462375,9,0.504,7022527,13,0.455,6047763,7,0.888,45324126,6,0.209,5893636,
Soc888,16,0.323,32.67,,,,19,0.361,8849131,2,0.778,8869269,,,,,,,12,0.368,8554992,
Contig_93619,18,0.703,59.70,8,0.549,10632646,17,0.609,16845694,,,,,,,,,,4,0.386,10652774,
Contig_46423,18,1.000,84.84,8,0.438,8475929,17,0.721,19941796,,,,1,0.871,20022215,17,0.977,31028350,4,0.276,7600016,
Contig_77715,19,0.426,39.55,,,,,,,,,,,,,,,,20,0.411,11665903,
Soc855,23,0.406,30.08,4,0.577,18839116,,,,,,,,,,17,0.816,25918319,x,0.509,9045928,
Contig_9144,7,0.852,68.80,,,,,,,,,,,,,,,,,,,
Contig_48824,4,0.834,78.29,11,0.210,3509158,,,,,,,,,,4,0.302,8649558,,,,
Contig_24534,18,0.973,82.57,,,,,,,,,,,,,,,,,,,
Contig_4294,10,0.307,27.52,17,0.455,6646871,12,0.685,19085858,19,0.820,11638103,11,0.769,9198272,5,0.401,14981604,1A,0.444,12898103,
Contig_67449,14,0.874,75.50,,,,3,0.563,13224658,,,,,,,,,,9,0.693,15506787,
Soc243,2,0.368,30.91,,,,,,,,,,,,,,,,,,,
Contig_21706,4,0.910,85.43,,,,,,,,,,,,,,,,8,0.604,13924416,
Contig_8259,1,0.305,28.60,,,,5,0.215,6229299,17,0.740,8276286,18,0.677,7496718,6,0.335,12298201,7,0.755,21507167,
Contig_50188,15,0.250,21.07,,,,23,0.977,17748782,,,,,,,,,,,,,
Soc676,15,0.016,1.35,5,0.995,12192766,,,,,,,,,,8,0.729,21479819,,,,
Mmi06,13,0.131,10.78,3,0.864,14520665,4,0.127,3234868,22,0.986,11443779,15,0.146,1067458,18,0.914,23938902,10,0.923,22197470,
Contig_33200,13,0.975,80.27,,,,4,0.875,22346217,,,,,,,18,0.035,918558,10,0.113,2724900,
Contig_4235,6,0.786,71.77,,,,15,0.060,1860870,,,,,,,11,0.718,24004962,,,,
Soc648,11,0.981,73.50,,,,1,0.036,933986,,,,,,,16,0.040,1392973,15,0.017,435414,
Contig_33160,24,0.970,81.27,,,,,,,,,,,,,,,,6,0.648,18254645,
Contig_44732,18,0.703,59.70,,,,17,0.583,16134077,,,,,,,,,,4,0.412,11356851,
Contig_1857,8,0.112,10.32,,,,8,0.726,18818599,,,,,,,2,0.374,9372810,,,,
Soc553,4,0.937,87.95,,,,11,0.086,1994484,,,,,,,4,0.875,25089033,8,0.748,17264463,
Contig_10399,19,0.210,19.46,,,,13,0.961,26177030,,,,,,,12,0.842,29216853,20,0.742,21076884,
Contig_100023,7,0.699,56.46,,,,24,0.991,19639817,,,,,,,,,,,,,
Contig_14823,3,0.847,78.07,7,0.359,10040029,14,0.238,3347831,,,,,,,3,0.082,1588012,3,0.260,3502420,
Contig_12224,20,0.682,61.06,,,,,,,,,,,,,,,,,,,
Contig_24205,4,0.966,90.68,,,,,,,,,,,,,,,,,,,
Contig_47903,5,0.825,66.73,,,,,,,15,0.439,5060954,,,,14,0.840,28705875,,,,
Contig_24605,1,0.381,35.75,9,0.223,4505667,5,0.196,5687076,17,0.534,5970433,18,0.868,9612236,,,,7,0.898,25584714,
Contig_7740,6,0.000,0,,,,,,,,,,,,,,,,16,0.913,23563150,
Contig_55047,13,0.726,59.79,,,,,,,,,,,,,,,,,,,
Contig_18708,21,0.596,59.39,,,,,,,,,,,,,,,,,,,
Contig_39564,6,0.461,42.13,,,,15,0.394,12121388,,,,,,,,,,16,0.383,9882310,
Soc636,2,0.615,51.68,,,,,,,,,,,,,,,,,,,
Contig_14365,23,0.191,14.14,,,,,,,,,,,,,,,,5,0.986,32150178,
Contig_3290,13,0.396,32.63,,,,,,,,,,,,,,,,,,,
Contig_21797,15,0.242,20.40,5,0.303,3716528,23,0.794,14419825,,,,,,,8,0.933,27470359,1B,0.779,14021457,
Contig_30010,7,0.631,50.94,21,0.888,10410421,24,0.821,16274550,,,,,,,9,0.756,15841796,18-21,0.754,12399274,
Contig_15311,18,0.936,79.41,,,,,,,,,,,,,,,,6,0.028,797869,
Soc660,24,0.027,2.28,,,,,,,,,,,,,,,,,,,
Contig_51691,3,0.717,66.09,,,,15,0.602,18540263,,,,,,,,,,,,,
Contig_4024,15,0.395,33.30,5,0.670,8206996,,,,1,0.196,4560793,,,,8,0.551,16232259,1B,0.485,8723955,
Contig_19008,7,0.860,69.50,,,,,,,,,,,,,,,,,,,
Contig_44101,13,0.396,32.63,,,,4,0.426,10869284,22,0.033,386420,,,,18,0.490,12847952,10,0.594,14291304,
Contig_3269,7,0.852,68.80,,,,24,0.931,18446384,,,,,,,9,0.973,20400001,18-21,0.954,15698987,
Soc628,23,0.265,19.60,4,0.639,20846916,18,0.213,4080729,,,,,,,17,0.901,28596247,x,0.371,6594545,
Contig_4568,23,0.787,58.24,4,0.962,31377959,18,0.483,9268680,,,,,,,17,0.587,18648235,x,0.763,13573308,
Contig_31352,7,0.036,2.94,,,,12,0.306,8515862,,,,,,,17,0.451,14334189,,,,
Contig_27201,10,0.286,25.65,17,0.469,6854874,12,0.679,18895986,19,0.811,11508897,,,,5,0.395,14759413,1A,0.438,12708923,
Dla16,14,0.124,10.74,10,0.079,1230006,3,0.819,19244637,12,0.019,197492,,,,22,0.065,1727630,9,0.969,21678297,
Contig_9254,24,0.317,26.60,19,0.291,5899727,10,0.303,8465119,9,0.815,11343932,13,0.760,10106629,13,0.920,30159989,6,0.539,15184861,
Contig_14123,8,0.899,82.86,,,,,,,,,,,,,,,,2,0.695,18234498,
Contig_23991,14,0.559,48.24,,,,,,,,,,,,,,,,,,,
Soc523,1,0.509,47.83,,,,,,,,,,,,,,,,,,,
Soc575,9,0.244,20.28,6,0.803,13710634,16-22,0.553,14287989,4,0.350,4838194,17,0.898,10902449,13,0.809,26538593,11,0.625,16371394,
Contig_46609,18,0.333,28.28,,,,,,,,,,,,,,,,,,,
Contig_27062,6,0.656,59.93,20,0.810,15982323,15,0.183,5630205,,,,,,,11,0.937,31332829,,,,
Soc931,20,0.015,1.31,,,,,,,,,,,,,,,,,,,
